"id"|"size"|"prediction"
8168|4600|1
2810|4600|0.434
5927|4600|1
7131|4600|1
1410|4600|0.774
6878|4600|0.668
1338|4600|0.006
4469|4600|0.874
6343|4600|1
4579|4600|1
2092|4600|0
8796|4600|0.002
7548|4600|0
78|4600|0.698
5486|4600|0.954
321|4600|0
1648|4600|1
2109|4600|0.18
1868|4600|0.226
8360|4600|0
4599|4600|1
2373|4600|1
3479|4600|0.226
1720|4600|1
3687|4600|0.998
8495|4600|1
4778|4600|0.894
2761|4600|0.56
1472|4600|1
4494|4600|1
2224|4600|0.002
4811|4600|1
7701|4600|1
3916|4600|1
4682|4600|0.776
6874|4600|0.236
5882|4600|1
3632|4600|0.002
8253|4600|0.94
4067|4600|0.008
8867|4600|0.998
4476|4600|1
5077|4600|0.988
2503|4600|1
5851|4600|0.984
1314|4600|0.992
3292|4600|0.614
6438|4600|1
4149|4600|0
3642|4600|0.056
8763|4600|0
3433|4600|0.08
8090|4600|1
2568|4600|1
7198|4600|1
1359|4600|0.016
8420|4600|1
8063|4600|0.712
7393|4600|1
5808|4600|1
1716|4600|1
6782|4600|1
8283|4600|0
1303|4600|0
6735|4600|0.906
5665|4600|1
1725|4600|1
4807|4600|1
2351|4600|0.126
6276|4600|1
7207|4600|1
4336|4600|0.066
4946|4600|0.944
2043|4600|0
73|4600|0.016
1057|4600|0.708
3588|4600|0
7800|4600|1
3693|4600|1
7968|4600|1
6792|4600|1
5579|4600|1
5809|4600|1
5737|4600|1
5308|4600|1
6748|4600|1
7971|4600|1
5213|4600|1
8112|4600|1
3435|4600|1
6344|4600|1
2855|4600|0.002
7019|4600|1
5019|4600|1
5488|4600|1
8012|4600|1
1916|4600|0
1670|4600|0.566
636|4600|0
2452|4600|1
7520|4600|0
4304|4600|0
3108|4600|0.002
8133|4600|1
8904|4600|0.846
557|4600|1
1785|4600|0
7710|4600|1
7991|4600|1
5931|4600|1
446|4600|1
1052|4600|0.988
6168|4600|1
8279|4600|1
2542|4600|1
8910|4600|0
4675|4600|0.464
6445|4600|0.986
5936|4600|1
5672|4600|0.986
6254|4600|1
7094|4600|1
7191|4600|0.834
5234|4600|1
6165|4600|1
6717|4600|1
7996|4600|0
1789|4600|0.004
5006|4600|1
7377|4600|1
5231|4600|0.998
3137|4600|0.012
5097|4600|1
2505|4600|0.926
83|4600|0.588
3917|4600|1
6843|4600|0.996
8179|4600|1
2218|4600|0.73
3176|4600|0
8036|4600|1
1241|4600|0.046
7629|4600|1
4328|4600|0
7363|4600|1
640|4600|1
4054|4600|0
6119|4600|1
3138|4600|0
3793|4600|1
7153|4600|1
2869|4600|0
1535|4600|1
1394|4600|0.09
6116|4600|0.988
3402|4600|1
3721|4600|1
1782|4600|0.748
7041|4600|1
1751|4600|1
2362|4600|1
1126|4600|0.964
342|4600|0.998
8164|4600|1
5690|4600|1
1232|4600|0.706
5722|4600|0.754
7374|4600|1
217|4600|1
7351|4600|1
6306|4600|1
7399|4600|0.79
7278|4600|1
4636|4600|1
2961|4600|0.002
841|4600|1
839|4600|1
3360|4600|0.336
2992|4600|0.162
1650|4600|0.698
6695|4600|1
4492|4600|1
8902|4600|0.272
2227|4600|0
2336|4600|1
1802|4600|0.008
3765|4600|1
6232|4600|1
859|4600|1
243|4600|0.944
2144|4600|0.064
5542|4600|1
5599|4600|1
7482|4600|1
7621|4600|0.988
1311|4600|1
2306|4600|0.722
249|4600|1
190|4600|1
1967|4600|0.388
769|4600|0.994
1639|4600|1
4357|4600|0
3221|4600|0.012
3099|4600|0
4634|4600|0.782
469|4600|1
3090|4600|0
4075|4600|0
4290|4600|0
3799|4600|0
7428|4600|1
5427|4600|1
509|4600|1
4131|4600|0.026
349|4600|1
885|4600|1
1312|4600|1
140|4600|0.204
38|4600|0.006
7660|4600|1
6292|4600|1
6958|4600|0.822
2081|4600|0.064
2526|4600|1
4294|4600|0.018
7750|4600|1
5178|4600|0.014
8609|4600|0.54
7753|4600|1
868|4600|0
2327|4600|1
5012|4600|0.95
1952|4600|0.76
6775|4600|1
4435|4600|1
2232|4600|0
6723|4600|1
5856|4600|1
6936|4600|1
804|4600|0.98
7781|4600|0.992
847|4600|1
4949|4600|1
3881|4600|0
722|4600|0.996
6224|4600|1
430|4600|1
5552|4600|1
647|4600|1
12|4600|0.056
3808|4600|0.216
81|4600|0.002
7742|4600|0.994
3084|4600|0
7636|4600|1
8494|4600|0.014
4286|4600|0.024
4226|4600|0.002
3085|4600|0
4152|4600|0
6027|4600|1
4392|4600|0.888
1217|4600|0.096
2133|4600|0.066
2721|4600|0.526
8890|4600|0.816
8309|4600|1
8681|4600|0.036
7842|4600|1
2358|4600|0.998
3803|4600|1
3080|4600|0
1047|4600|0.994
910|4600|0.288
3476|4600|0.48
178|4600|0.81
5220|4600|1
1051|4600|1
1949|4600|0.002
5800|4600|1
7546|4600|0.978
2080|4600|0.028
2706|4600|0.992
7151|4600|1
889|4600|1
8191|4600|1
5550|4600|1
2403|4600|0.164
385|4600|1
1885|4600|0.73
2476|4600|1
3652|4600|0
8893|4600|0.996
3704|4600|1
799|4600|1
8964|4600|0
8074|4600|0
5321|4600|0.17
1075|4600|0.98
8529|4600|0.012
4042|4600|0.296
2936|4600|0
6139|4600|1
4099|4600|0.976
908|4600|1
175|4600|0
3385|4600|1
5528|4600|0.758
7173|4600|0.99
6687|4600|1
8347|4600|1
1324|4600|0.506
6228|4600|1
483|4600|0.966
7984|4600|1
4678|4600|1
1147|4600|0
8684|4600|0.096
8858|4600|0.108
4316|4600|0.008
1717|4600|0
6562|4600|1
2255|4600|0.014
6617|4600|1
6882|4600|0.994
2429|4600|1
549|4600|1
5621|4600|0.998
2011|4600|0
1495|4600|1
6502|4600|0.936
2279|4600|0.43
85|4600|0
6494|4600|0.988
8167|4600|1
498|4600|1
2153|4600|0.1
4552|4600|0.998
3919|4600|1
675|4600|0.992
4915|4600|0.192
6206|4600|0.366
3440|4600|1
5984|4600|0.222
6449|4600|1
8476|4600|0
6978|4600|0.92
1093|4600|0.836
3679|4600|1
2475|4600|1
7975|4600|1
556|4600|1
442|4600|1
5278|4600|0.936
7448|4600|0.998
4720|4600|0
8790|4600|0
3112|4600|0.778
1063|4600|0.996
5939|4600|0.998
564|4600|0
6355|4600|1
1499|4600|1
435|4600|1
3530|4600|0.002
7192|4600|0.978
8571|4600|0
4007|4600|0.006
1713|4600|1
220|4600|0.926
5628|4600|0.998
1389|4600|0.828
939|4600|1
5419|4600|1
6868|4600|1
6849|4600|1
238|4600|1
1609|4600|1
244|4600|1
3366|4600|0.128
2786|4600|0.3
6883|4600|1
2651|4600|0.536
2962|4600|0.274
5720|4600|1
3691|4600|1
476|4600|0.192
693|4600|0.95
1476|4600|1
2103|4600|0.452
3095|4600|0.002
2587|4600|0.976
6241|4600|1
8289|4600|1
8035|4600|1
8822|4600|0.286
1309|4600|1
6050|4600|1
8906|4600|0
2175|4600|0.004
2036|4600|0
8417|4600|1
5311|4600|0.48
2264|4600|0.734
6635|4600|0.988
4009|4600|0
5009|4600|1
1423|4600|0.664
6097|4600|0.984
8951|4600|0
6516|4600|0.992
2690|4600|1
1989|4600|0
6999|4600|1
3665|4600|1
3235|4600|0.024
5332|4600|1
521|4600|1
697|4600|1
8643|4600|0
1581|4600|0.006
2192|4600|0.874
5029|4600|0
2844|4600|0
2168|4600|0.066
2350|4600|0.752
2947|4600|0.566
8728|4600|0.128
2077|4600|0.02
2790|4600|0.35
4603|4600|1
3251|4600|0
2644|4600|0.7
8770|4600|0
1783|4600|0.002
5143|4600|0.286
1669|4600|0
5289|4600|0.958
5565|4600|1
1442|4600|1
2241|4600|0.046
1933|4600|0.046
5118|4600|0.988
5513|4600|1
7600|4600|1
3809|4600|0.014
5245|4600|0.862
5814|4600|0.94
8791|4600|0
645|4600|1
157|4600|0
866|4600|1
6472|4600|1
833|4600|1
2739|4600|0.804
4857|4600|1
7444|4600|1
581|4600|0
7974|4600|1
6525|4600|0.778
4367|4600|0.006
3042|4600|0.012
5010|4600|1
3349|4600|0
4093|4600|0
4444|4600|1
4573|4600|0.914
2719|4600|0.636
7085|4600|1
2582|4600|1
4213|4600|0
4092|4600|0.288
5989|4600|1
1712|4600|1
4438|4600|1
4769|4600|1
2003|4600|0.036
4969|4600|1
4037|4600|0.16
6042|4600|0.69
475|4600|1
535|4600|1
3776|4600|1
5732|4600|1
1266|4600|0.012
6889|4600|1
5707|4600|1
1951|4600|0.066
275|4600|1
4305|4600|0.046
4511|4600|1
5351|4600|0.764
3779|4600|1
5517|4600|1
7134|4600|1
118|4600|0.002
3285|4600|0
4135|4600|0.636
713|4600|1
3498|4600|0
7211|4600|1
6078|4600|1
7070|4600|1
4382|4600|0.986
2252|4600|0.43
5767|4600|1
2570|4600|1
516|4600|1
4557|4600|1
1619|4600|1
1301|4600|0.008
3290|4600|0
2493|4600|1
4427|4600|1
6302|4600|1
3533|4600|0.048
4735|4600|1
3635|4600|0.4
450|4600|0.84
5718|4600|1
477|4600|0.002
4761|4600|1
84|4600|0
7255|4600|1
6448|4600|0.948
5223|4600|1
2270|4600|0.002
5318|4600|1
5037|4600|0.246
662|4600|1
852|4600|0.992
1440|4600|1
1202|4600|0
3079|4600|0
764|4600|0.966
8411|4600|1
2554|4600|1
8841|4600|0
4700|4600|1
2754|4600|0.838
4324|4600|0.002
4339|4600|0.044
4241|4600|0.034
8538|4600|0
6461|4600|0.71
1189|4600|0.004
3005|4600|0.042
3453|4600|0.254
2870|4600|0
3276|4600|0.42
2849|4600|0.63
4214|4600|0.022
6809|4600|1
5124|4600|1
3987|4600|0
1820|4600|0.06
1008|4600|1
2957|4600|0.846
1404|4600|0.986
4953|4600|0.536
656|4600|0.86
7799|4600|1
7248|4600|1
2031|4600|0.52
5852|4600|1
3523|4600|0.004
338|4600|1
633|4600|0.644
8233|4600|0.48
6095|4600|1
2253|4600|0.34
6677|4600|0.346
5252|4600|1
8679|4600|0.002
1170|4600|0.746
1889|4600|0.5
526|4600|0.098
6398|4600|0.226
8403|4600|0.012
117|4600|0
1528|4600|0.406
2012|4600|0.016
6997|4600|0.798
5204|4600|1
5150|4600|1
7633|4600|1
2546|4600|1
5356|4600|0.294
7907|4600|1
1919|4600|0
8452|4600|0.998
4314|4600|0.008
6668|4600|0.992
3024|4600|0.238
3806|4600|0.444
5096|4600|0.832
7937|4600|1
5167|4600|0.992
3269|4600|0.108
5775|4600|0.684
619|4600|0.012
2152|4600|0
2999|4600|0.016
1345|4600|0.072
3004|4600|0.002
4188|4600|0
5561|4600|0.71
147|4600|0.088
1161|4600|0.96
7814|4600|1
660|4600|1
2697|4600|1
8317|4600|1
3985|4600|0.2
7155|4600|1
6261|4600|1
4122|4600|0.708
7145|4600|1
4648|4600|0.944
5625|4600|0.986
7392|4600|1
3821|4600|1
4073|4600|0.004
1990|4600|0
3986|4600|0
2807|4600|0.698
6641|4600|0.878
3461|4600|0.182
3428|4600|0.998
3893|4600|0.054
5120|4600|1
7850|4600|0.838
4034|4600|0.146
2473|4600|1
5646|4600|0.99
7825|4600|1
8221|4600|1
7938|4600|1
3261|4600|0.004
6895|4600|0.522
6082|4600|1
6416|4600|1
5098|4600|0.2
5236|4600|1
4337|4600|0.378
4457|4600|1
5056|4600|0.09
8677|4600|0
3738|4600|1
4095|4600|0.026
8244|4600|1
169|4600|0.678
5771|4600|1
644|4600|0.872
6738|4600|0.78
3083|4600|0
2994|4600|0
3167|4600|0.004
8254|4600|1
5588|4600|1
3590|4600|0.006
6075|4600|1
5742|4600|1
4919|4600|1
40|4600|0.006
2773|4600|0.878
2136|4600|0
3842|4600|0.104
2722|4600|1
75|4600|0.508
458|4600|1
1565|4600|1
3815|4600|0.226
6069|4600|1
8650|4600|0.44
657|4600|0.986
4332|4600|0.054
5949|4600|1
7639|4600|1
7036|4600|1
3483|4600|0.238
3101|4600|0.008
8823|4600|0.862
7353|4600|1
7717|4600|1
2850|4600|0.002
143|4600|0.004
4270|4600|0.004
2839|4600|0
1433|4600|0.002
589|4600|0
3000|4600|0.764
1730|4600|1
7217|4600|1
6534|4600|1
5350|4600|1
2995|4600|0
2710|4600|0.79
2320|4600|1
4616|4600|1
4677|4600|0.878
1727|4600|1
7193|4600|1
2267|4600|0.016
4031|4600|0.312
2608|4600|1
551|4600|0.76
6245|4600|1
2616|4600|1
3105|4600|0
3841|4600|0.996
7612|4600|0.916
7951|4600|1
5489|4600|1
2713|4600|0.942
7895|4600|1
6947|4600|1
2385|4600|0.882
8776|4600|0.722
4604|4600|0.898
1518|4600|1
251|4600|1
7312|4600|1
6981|4600|0.974
634|4600|0.074
525|4600|1
2433|4600|1
6658|4600|1
1307|4600|0
1013|4600|0.996
8243|4600|0.76
6836|4600|1
3291|4600|0
5274|4600|0.788
8|4600|0.004
3794|4600|1
8330|4600|0
6220|4600|0.83
4851|4600|0.878
4853|4600|1
5008|4600|0.804
24|4600|0.306
1872|4600|0.018
504|4600|1
4774|4600|1
5099|4600|0.85
2417|4600|1
4086|4600|0
3658|4600|0.538
3495|4600|0.158
5970|4600|0.956
840|4600|1
4822|4600|1
3124|4600|0.256
5017|4600|1
2665|4600|1
5529|4600|0.946
6156|4600|1
2309|4600|0.69
8433|4600|1
7713|4600|1
5151|4600|1
6252|4600|1
1235|4600|0.02
5567|4600|1
1471|4600|1
7798|4600|1
1796|4600|0.004
3542|4600|0.068
7972|4600|1
376|4600|0.93
1778|4600|0.028
8877|4600|0.014
7652|4600|1
8406|4600|1
3874|4600|1
5437|4600|1
7778|4600|1
3443|4600|0.006
393|4600|0.974
7838|4600|1
4516|4600|1
456|4600|1
4855|4600|1
1829|4600|0.122
7367|4600|1
4821|4600|1
4752|4600|0.908
7831|4600|1
8535|4600|0
729|4600|1
4861|4600|0.694
2365|4600|0.136
7817|4600|1
7640|4600|1
6777|4600|0.862
8671|4600|0.862
3713|4600|1
7708|4600|0.968
2537|4600|0.974
7449|4600|1
6730|4600|1
6787|4600|1
7898|4600|1
7176|4600|0.968
7565|4600|1
8203|4600|1
3471|4600|0
4113|4600|0.982
3177|4600|1
1604|4600|0.064
3236|4600|0.182
6281|4600|1
2180|4600|0.878
3865|4600|1
1375|4600|0.374
2758|4600|0.506
2944|4600|0.998
6898|4600|0.404
3154|4600|0
1268|4600|1
2643|4600|1
2349|4600|0.004
2989|4600|0.008
7664|4600|1
8205|4600|1
2637|4600|1
1256|4600|0.002
5496|4600|0.982
7190|4600|1
6661|4600|1
1296|4600|0
2653|4600|0.998
966|4600|0.996
6560|4600|0.818
256|4600|0.18
3982|4600|0
7575|4600|1
782|4600|1
8615|4600|0
8421|4600|1
8108|4600|0.982
4089|4600|0
2747|4600|0.784
5975|4600|0.906
7788|4600|1
1437|4600|0.606
5919|4600|0.98
7080|4600|1
7102|4600|0.76
2106|4600|0.194
4975|4600|1
5570|4600|0.992
8423|4600|1
8663|4600|0.296
6756|4600|1
5864|4600|1
7749|4600|1
174|4600|0.956
7431|4600|1
802|4600|1
4710|4600|1
4415|4600|0.856
5594|4600|1
1272|4600|0.02
727|4600|0.994
8585|4600|0.026
5067|4600|0.986
5606|4600|1
4593|4600|1
8438|4600|0.046
7274|4600|1
8707|4600|0.034
1610|4600|1
1370|4600|0
8031|4600|1
1340|4600|0
3746|4600|1
6934|4600|1
1402|4600|0.498
253|4600|1
8806|4600|0
8940|4600|0
2942|4600|0.288
4232|4600|0.998
3381|4600|1
5711|4600|0.97
1875|4600|0.002
8316|4600|1
4470|4600|1
665|4600|0.832
395|4600|1
3320|4600|0
8753|4600|0
5062|4600|0
4038|4600|0.016
3448|4600|0
7093|4600|1
8130|4600|1
5682|4600|0.97
7143|4600|1
1475|4600|1
5556|4600|1
3862|4600|1
856|4600|1
6400|4600|1
2204|4600|0.066
4610|4600|1
8208|4600|1
5347|4600|0.8
5590|4600|1
5148|4600|1
873|4600|0
7270|4600|0.998
550|4600|1
844|4600|0.99
3610|4600|0.014
391|4600|1
2886|4600|0.044
8038|4600|1
1637|4600|1
3876|4600|1
6503|4600|1
8865|4600|0.776
7476|4600|1
5605|4600|1
7258|4600|1
2312|4600|1
2461|4600|1
3144|4600|0
159|4600|0.004
981|4600|0.82
4138|4600|0.984
592|4600|0.998
1160|4600|1
8515|4600|0.172
5325|4600|0.31
6230|4600|1
4289|4600|0.966
7957|4600|1
4159|4600|0.048
88|4600|0.708
2898|4600|0
5188|4600|1
8844|4600|0.014
528|4600|0.93
7581|4600|0.924
5283|4600|1
8099|4600|0.994
6330|4600|1
1290|4600|1
4306|4600|0
6813|4600|1
8081|4600|1
5551|4600|1
5928|4600|1
4351|4600|0
6710|4600|1
5192|4600|1
2502|4600|1
1122|4600|1
7337|4600|1
8407|4600|0.898
8787|4600|0
4260|4600|0.706
7059|4600|1
758|4600|1
5890|4600|1
3724|4600|1
4397|4600|0.988
1159|4600|0.992
1132|4600|0.832
7266|4600|1
5123|4600|1
6123|4600|1
4493|4600|0.848
2642|4600|0.998
3603|4600|0.086
6921|4600|0.294
8125|4600|1
867|4600|1
3500|4600|0
1041|4600|0.964
677|4600|0.79
4340|4600|0
1605|4600|0.862
8897|4600|0.842
610|4600|1
8936|4600|0.356
3253|4600|0.002
2297|4600|1
2975|4600|0.32
1248|4600|1
3695|4600|1
1578|4600|1
8710|4600|0
5131|4600|0.842
3009|4600|0
3325|4600|0.068
6061|4600|0
3947|4600|1
2622|4600|0.988
1611|4600|1
3669|4600|1
6963|4600|1
7452|4600|1
3579|4600|0.046
3699|4600|1
7233|4600|1
7205|4600|1
3976|4600|0.226
2525|4600|1
2410|4600|1
1520|4600|1
6146|4600|1
8450|4600|1
5397|4600|1
1715|4600|1
112|4600|0.032
7767|4600|1
1287|4600|0.998
5729|4600|0.498
345|4600|0.816
5340|4600|1
2683|4600|1
2878|4600|0
655|4600|1
8240|4600|1
1131|4600|0.47
948|4600|0.996
2323|4600|1
2215|4600|1
6312|4600|1
3935|4600|1
3219|4600|0
4109|4600|0.024
8821|4600|0.842
138|4600|0.1
649|4600|1
7911|4600|1
538|4600|1
2467|4600|1
354|4600|1
2880|4600|0
4719|4600|0
5951|4600|1
8516|4600|0.844
2512|4600|1
1035|4600|0.964
5652|4600|1
3618|4600|0.002
3908|4600|0.01
221|4600|1
1123|4600|1
198|4600|0.148
4562|4600|1
5138|4600|1
669|4600|0.994
2614|4600|0.586
3692|4600|1
7969|4600|1
2046|4600|0
1787|4600|0.002
5818|4600|1
8051|4600|1
7229|4600|1
6954|4600|0.992
4535|4600|1
8397|4600|1
3900|4600|1
6971|4600|1
6967|4600|0.986
5039|4600|0.76
4609|4600|1
8752|4600|0
3392|4600|1
3909|4600|0.028
886|4600|0.99
2357|4600|0.988
533|4600|1
2750|4600|1
7744|4600|0.926
8644|4600|0
6215|4600|1
7668|4600|1
7318|4600|1
1203|4600|0
4164|4600|0
5788|4600|0.688
6048|4600|1
8078|4600|1
6611|4600|1
6177|4600|1
576|4600|1
8952|4600|0
2319|4600|0.932
7133|4600|1
7594|4600|0.012
6339|4600|1
4072|4600|0.002
5500|4600|0.916
8122|4600|0.004
3750|4600|1
1826|4600|0
6174|4600|1
6832|4600|1
5004|4600|1
5401|4600|1
303|4600|0
1236|4600|0.012
4162|4600|0.9
1678|4600|1
6793|4600|1
133|4600|0.044
1372|4600|0
7181|4600|1
2630|4600|1
5189|4600|1
4191|4600|0
8519|4600|0
5708|4600|1
8049|4600|1
1254|4600|0.008
8886|4600|0.09
1107|4600|0
3002|4600|0.002
2906|4600|0.046
3184|4600|0.012
5333|4600|1
8587|4600|0.238
8102|4600|1
2484|4600|1
7794|4600|1
5454|4600|0.562
7674|4600|1
6142|4600|0.816
3683|4600|1
7735|4600|1
5153|4600|0.998
8724|4600|0.334
6154|4600|0.764
4118|4600|0.168
7018|4600|1
2986|4600|0.014
3518|4600|0.002
8218|4600|1
7347|4600|1
8692|4600|0
2774|4600|0.99
5473|4600|1
1773|4600|0.308
7281|4600|1
607|4600|0
2479|4600|1
4874|4600|0.834
6957|4600|0.776
5709|4600|1
4897|4600|0.878
8282|4600|1
1409|4600|1
7447|4600|1
8971|4600|0
8039|4600|1
2112|4600|0.982
3091|4600|0.002
5504|4600|0.76
8395|4600|1
3424|4600|1
2671|4600|0.228
3130|4600|0
6422|4600|1
6718|4600|1
8181|4600|1
8280|4600|0.93
994|4600|0.972
6087|4600|1
3082|4600|0.236
4312|4600|0.012
8322|4600|0.588
4184|4600|0.012
7358|4600|1
7420|4600|1
318|4600|0.998
2820|4600|0
832|4600|1
6521|4600|1
7451|4600|1
6974|4600|1
8435|4600|0
5317|4600|0.942
115|4600|0.002
4422|4600|1
1880|4600|0.064
6055|4600|0.986
6880|4600|0.936
5049|4600|1
4271|4600|0.012
6523|4600|1
5740|4600|1
1009|4600|0.948
3075|4600|0.008
6711|4600|1
2159|4600|0.092
8811|4600|0.722
4663|4600|0.09
329|4600|0.04
3329|4600|0.002
1163|4600|0.904
4010|4600|0.212
8044|4600|0.966
4698|4600|0.95
6603|4600|1
7208|4600|1
2805|4600|0.046
2200|4600|0.164
7568|4600|1
3388|4600|0.998
887|4600|1
2629|4600|1
1431|4600|0.788
3583|4600|0.008
4921|4600|1
3769|4600|1
8908|4600|0
5133|4600|0.904
7855|4600|1
2519|4600|0.988
3039|4600|0.468
4393|4600|1
1304|4600|0
7297|4600|1
627|4600|1
150|4600|0
6923|4600|1
8156|4600|1
8037|4600|1
4468|4600|1
6125|4600|0.158
5764|4600|1
3069|4600|0.808
6466|4600|1
3787|4600|1
4479|4600|1
2765|4600|0.768
8680|4600|0
7834|4600|0.754
2516|4600|1
2893|4600|0
413|4600|0.91
4370|4600|0.016
2650|4600|0.232
4384|4600|0
5976|4600|1
4166|4600|0
58|4600|0.008
8186|4600|1
3867|4600|1
7662|4600|1
4489|4600|0.158
8272|4600|1
1901|4600|0.008
6452|4600|1
4045|4600|0.122
2131|4600|0.964
7851|4600|0.982
6982|4600|1
5553|4600|1
8212|4600|1
5803|4600|1
7724|4600|1
987|4600|1
7030|4600|1
4198|4600|0
5663|4600|1
237|4600|1
1283|4600|1
7386|4600|0.736
3212|4600|0.072
489|4600|1
8932|4600|0.04
5338|4600|1
8733|4600|0.564
8215|4600|0.03
3377|4600|0.988
4251|4600|0.018
5614|4600|1
6357|4600|1
8833|4600|0.244
4097|4600|0
3304|4600|0.01
1082|4600|0.964
8119|4600|1
8967|4600|0.002
5990|4600|1
3674|4600|1
7641|4600|0.97
6613|4600|1
8593|4600|0.002
2338|4600|0.352
1958|4600|0.252
2746|4600|1
7916|4600|1
3829|4600|0.57
2492|4600|1
6395|4600|0.82
3028|4600|0.154
1491|4600|1
2472|4600|1
1928|4600|0.002
7943|4600|1
8052|4600|1
4991|4600|0.958
7868|4600|0
7540|4600|1
7423|4600|1
4749|4600|0.99
1022|4600|0.762
6818|4600|0.922
441|4600|1
8689|4600|0.074
6450|4600|0.268
5348|4600|1
5162|4600|0.536
6134|4600|1
5790|4600|1
8846|4600|0
3510|4600|0
7006|4600|1
4267|4600|0.008
5785|4600|1
4205|4600|0.358
3434|4600|0.978
5701|4600|1
3804|4600|0.01
5328|4600|1
1915|4600|0.106
6053|4600|0.982
2055|4600|0
1162|4600|0.124
5608|4600|1
7585|4600|1
3499|4600|0.314
3250|4600|0
7880|4600|1
5877|4600|0.998
3041|4600|0.002
3306|4600|0
650|4600|1
1735|4600|0.016
1803|4600|0.058
6655|4600|1
4595|4600|0.968
3339|4600|0.014
8116|4600|1
956|4600|0.16
2846|4600|0.026
3441|4600|0.994
2234|4600|0
3019|4600|0
2890|4600|0.09
1166|4600|0.978
455|4600|1
1589|4600|1
1572|4600|1
4867|4600|0.986
1388|4600|0.666
7339|4600|1
55|4600|0.072
3230|4600|0
6625|4600|1
506|4600|0.994
353|4600|1
5031|4600|1
1027|4600|0.996
5429|4600|0.926
7096|4600|1
3650|4600|0.094
7787|4600|0.998
7446|4600|1
8577|4600|0.012
4501|4600|1
7237|4600|1
3689|4600|1
8209|4600|1
7027|4600|1
7754|4600|1
725|4600|0.996
4954|4600|0.386
5172|4600|1
2795|4600|0.424
1580|4600|0.468
4281|4600|1
2146|4600|0.256
7203|4600|1
8840|4600|0.08
8027|4600|1
6972|4600|1
1224|4600|0.538
8883|4600|0.37
6693|4600|0.76
2956|4600|0.002
5829|4600|1
3701|4600|1
7269|4600|1
5390|4600|1
5521|4600|0.962
1435|4600|0.918
6530|4600|1
6888|4600|1
5792|4600|0.99
6953|4600|1
8740|4600|0.056
5634|4600|1
3616|4600|0.402
7619|4600|1
972|4600|1
8140|4600|1
5618|4600|0.848
5562|4600|1
8802|4600|0.76
4560|4600|0
6212|4600|1
14|4600|0.158
8950|4600|0
6492|4600|0.834
3214|4600|0
653|4600|0.03
2421|4600|0.998
3497|4600|0.172
4288|4600|0
661|4600|1
6199|4600|0.376
6341|4600|1
6855|4600|1
8314|4600|1
1510|4600|1
2748|4600|0.146
7475|4600|1
8725|4600|0.004
598|4600|1
2017|4600|0.018
6652|4600|1
7119|4600|0.998
2744|4600|0.576
5956|4600|1
599|4600|1
6917|4600|1
5369|4600|0.744
6333|4600|0.992
6073|4600|1
1621|4600|0.97
8489|4600|0.982
3350|4600|0.002
7953|4600|1
3761|4600|0.044
5176|4600|1
8419|4600|0
1760|4600|0
790|4600|0.86
760|4600|0.954
3211|4600|0
3421|4600|1
5896|4600|0.954
1007|4600|0.956
4218|4600|0.012
586|4600|0
5408|4600|0.948
2900|4600|0
7682|4600|1
1061|4600|1
2573|4600|1
7400|4600|1
6950|4600|1
7309|4600|1
4771|4600|0.928
3202|4600|0.016
1154|4600|0.94
4756|4600|0.88
6599|4600|0.888
4112|4600|0
3941|4600|1
3839|4600|1
4866|4600|1
6388|4600|1
1907|4600|0
1478|4600|1
5416|4600|1
4961|4600|0.894
4503|4600|1
6479|4600|1
2604|4600|1
8614|4600|0.092
5336|4600|0.976
2793|4600|0.902
6190|4600|0.896
4115|4600|0
4379|4600|0.968
142|4600|0.016
5535|4600|0.948
5688|4600|1
6919|4600|0.276
4520|4600|0.046
4462|4600|0.454
7464|4600|1
6504|4600|1
5610|4600|1
4430|4600|1
2409|4600|1
3767|4600|1
7601|4600|1
1191|4600|0
2931|4600|0
6698|4600|1
2781|4600|0.924
4788|4600|0.914
6080|4600|1
4169|4600|0
3161|4600|0
3081|4600|0
189|4600|0.702
8293|4600|1
4519|4600|1
252|4600|0.424
4583|4600|1
6150|4600|0.722
358|4600|0.95
1994|4600|0
8912|4600|0.138
5430|4600|1
3783|4600|1
7108|4600|1
687|4600|0.898
8139|4600|1
7273|4600|1
3622|4600|0
805|4600|1
1176|4600|0.864
8259|4600|0.722
285|4600|1
8612|4600|0.076
1165|4600|0.994
7852|4600|1
1097|4600|0.904
6670|4600|1
5787|4600|1
3766|4600|1
7856|4600|1
6568|4600|0.728
3275|4600|0.3
817|4600|1
4253|4600|0.094
3836|4600|0.002
3484|4600|0
5922|4600|0.992
5751|4600|0.234
4843|4600|0
8016|4600|1
1017|4600|1
1180|4600|0
8096|4600|0.862
7954|4600|1
4362|4600|0
2370|4600|1
3816|4600|0.056
2919|4600|0
4728|4600|0.936
8202|4600|1
6469|4600|0.894
4697|4600|0.998
6401|4600|1
8025|4600|1
5364|4600|0.784
8736|4600|0.044
7775|4600|0.772
5845|4600|0.998
1708|4600|0.998
5921|4600|0.67
5664|4600|1
4846|4600|1
5533|4600|0.508
6407|4600|1
2628|4600|1
5743|4600|1
635|4600|1
6914|4600|1
1531|4600|1
6030|4600|1
474|4600|1
5161|4600|1
5762|4600|0.99
3654|4600|0.538
7220|4600|1
4352|4600|0
7427|4600|1
1010|4600|0.968
6088|4600|1
3017|4600|0.684
5075|4600|1
3649|4600|0.884
4589|4600|0.988
