pattern|total_frequency |label|label_frequency|
r.R,A,r,r.|2|From-Botnet-UDP-DNS--1909|1|
r.R,A,r,r.|2|From-Botnet-UDP-DNS--158|1|
r.R,A,A,r,|2|From-Botnet-UDP-DNS--533|1|
r.R,A,A,r,|2|From-Botnet-UDP-DNS--612|1|
r.R+r+R.R+|2|From-Botnet-UDP-DNS--1011|1|
r.R+r+R.R+|2|From-Botnet-UDP-DNS--1564|1|
r.R+U.U+U.|2|From-Botnet-UDP-DNS--396|1|
r.R+U.U+U.|2|From-Botnet-UDP-DNS--158|1|
r.R+R.r.a.|2|From-Botnet-UDP-DNS--402|1|
r.R+R.r.a.|2|From-Botnet-UDP-DNS--338|1|
r.D.u.U.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.D.u.U.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.D.r.r.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.D.r.U.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.D.U.U.u.|2|From-Normal-UDP-DNS--85|1|
r.D.U.U.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.D.R.U.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.D.R.U.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.D.R.U.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.D.R.U.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
r.D.R.R.S.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.D.R.R.S.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.D.R.R.R.|2|From-Normal-UDP-DNS--85|1|
r.D.R.R.R.|2|From-Botnet-UDP-DNS--338|1|
r.B.R.R.R.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
r.A.u.u.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.u.u.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.u.U.U.|2|From-Normal-UDP-DNS--87|1|
r.A.u.U.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.u.R.U.|2|From-Normal-UDP-DNS--87|1|
r.A.u.R.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.s.U.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.A.r.u.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.r.u.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.r.u.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.r.u.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.r.u.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
r.A.r.u.R.|2|From-Botnet-UDP-DNS--400|1|
r.A.r.s.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.r.s.r.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.r.R.a.|2|From-Botnet-UDP-DNS--844|1|
r.A.r.R.a.|2|From-Botnet-UDP-DNS--400|1|
r.A.r.A.a.|2|From-Botnet-UDP-DNS--400|1|
r.A.r.A.a.|2|From-Botnet-UDP-DNS--402|1|
r.A.a.r.a.|2|From-Botnet-UDP-DNS--1509|1|
r.A.a.r.a.|2|From-Botnet-UDP-DNS--402|1|
r.A.a.A.r.|2|From-Normal-UDP-DNS--85|1|
r.A.a.A.r.|2|From-Botnet-UDP-DNS--532|1|
r.A.U.U.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.U.U.u.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.U.R.r.|2|From-Botnet-UDP-DNS--400|1|
r.A.U.R.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
r.A.U.R.U.|2|From-Botnet-UDP-DNS--400|1|
r.A.U.R.U.|2|From-Normal-UDP-DNS--87|1|
r.A.U.R.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.U.R.R.|2|From-Normal-UDP-DNS--85|1|
r.A.R.r.a.|2|From-Botnet-UDP-DNS--532|1|
r.A.R.r.a.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.R.U.r.|2|From-Botnet-UDP-DNS--400|1|
r.A.R.U.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.R.R,R.|2|From-Botnet-UDP-DNS--532|1|
r.A.R.R,R.|2|From-Botnet-UDP-DNS--338|1|
r.A.A.r.A.|2|From-Botnet-UDP-DNS--1509|1|
r.A.A.r.A.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
r.A.A.r,R.|2|From-Botnet-UDP-DNS--1458|1|
r.A.A.r,R.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r.A.A.A.R.|2|From-Normal-UDP-DNS--85|1|
r.A.A.A.R.|2|From-Normal-UDP-DNS--87|1|
r.A.A.A.A.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
r.A,r,r,r,|2|From-Botnet-UDP-DNS--1909|1|
r.A,r,r,r,|2|From-Botnet-UDP-DNS--1772|1|
r,r.r.r.r.|2|From-Botnet-UDP-DNS--1880|1|
r,r.r.r.r.|2|From-Botnet-UDP-DNS--1871|1|
r,r.r.r.a.|2|From-Botnet-UDP-DNS--97|1|
r,r.r.r.a.|2|From-Botnet-UDP-DNS--1871|1|
r,r.r.r,R.|2|From-Botnet-UDP-DNS--1509|1|
r,r.r.r,R.|2|From-Botnet-UDP-DNS--612|1|
r,r.r.R.R,|2|From-Botnet-UDP-DNS--1507|1|
r,r.r.R.R,|2|From-Botnet-UDP-DNS--1509|1|
r,r.r.R,r,|2|From-Botnet-UDP-DNS--96|1|
r,r.r.R,r,|2|From-Botnet-UDP-DNS--1458|1|
r,r.r,r.A,|2|From-Botnet-UDP-DNS--2021|1|
r,r.r,r.A,|2|From-Botnet-UDP-DNS--2143|1|
r,r.a.r.r.|2|From-Botnet-UDP-DNS--817|1|
r,r.a.r.r.|2|From-Botnet-UDP-DNS--1011|1|
r,r.a.r,r.|2|From-Botnet-UDP-DNS--1509|1|
r,r.a.r,r.|2|From-Botnet-UDP-DNS--1871|1|
r,r.a.a.r,|2|From-Botnet-UDP-DNS--1751|1|
r,r.a.a.r,|2|From-Botnet-UDP-DNS--1458|1|
r,r.R.R,R.|2|From-Botnet-UDP-DNS--1507|2|
r,r.R,r,A,|2|From-Botnet-UDP-DNS--1458|1|
r,r.R,r,A,|2|From-Botnet-UDP-DNS--1869|1|
r,r.R,R.r.|2|From-Botnet-UDP-DNS--1888|1|
r,r.R,R.r.|2|From-Botnet-UDP-DNS--2143|1|
r,r.A.r.r,|2|From-Botnet-UDP-DNS--1509|1|
r,r.A.r.r,|2|From-Botnet-UDP-DNS--1820|1|
r,r.A,r,A,|2|From-Botnet-UDP-DNS--1038|1|
r,r.A,r,A,|2|From-Botnet-UDP-DNS--1165|1|
r,r,r.r.r,|2|From-Botnet-UDP-DNS--1871|1|
r,r,r.r.r,|2|From-Botnet-UDP-DNS--612|1|
r,r,r.r.a.|2|From-Botnet-UDP-DNS--1434|1|
r,r,r.r.a.|2|From-Botnet-UDP-DNS--1871|1|
r,r,r.a.r.|2|From-Botnet-UDP-DNS--1869|1|
r,r,r.a.r.|2|From-Botnet-UDP-DNS--158|1|
r,r,r.a.a.|2|From-Botnet-UDP-DNS--96|1|
r,r,r.a.a.|2|From-Botnet-UDP-DNS--1458|1|
r,r,r.R,r,|2|From-Botnet-UDP-DNS--1458|1|
r,r,r.R,r,|2|From-Botnet-UDP-DNS--1871|1|
r,r,r.A,r,|2|From-Botnet-UDP-DNS--1909|1|
r,r,r.A,r,|2|From-Botnet-UDP-DNS--1165|1|
r,r,r.A,a,|2|From-Botnet-UDP-DNS--1909|1|
r,r,r.A,a,|2|From-Botnet-UDP-DNS--1636|1|
r,r,r,r.r.|2|From-Botnet-UDP-DNS--97|1|
r,r,r,r.r.|2|From-Botnet-UDP-DNS--1871|1|
r,r,r,r,d,|2|From-Botnet-UDP-DNS--2143|1|
r,r,r,r,d,|2|From-Botnet-UDP-DNS--518|1|
r,r,r,r,U*|2|From-Botnet-UDP-DNS--1443|1|
r,r,r,r,U*|2|From-Botnet-UDP-DNS--1683|1|
r,r,r,r+R,|2|From-Botnet-UDP-DNS--962|1|
r,r,r,r+R,|2|From-Botnet-UDP-DNS--1869|1|
r,r,r,a,r.|2|From-Botnet-UDP-DNS--113|1|
r,r,r,a,r.|2|From-Botnet-UDP-DNS--1893|1|
r,r,r,a,A,|2|From-Botnet-UDP-DNS--1312|1|
r,r,r,a,A,|2|From-Botnet-UDP-DNS--158|1|
r,r,r,R.A.|2|From-Botnet-UDP-DNS--872|1|
r,r,r,R.A.|2|From-Botnet-UDP-DNS--158|1|
r,r,r,R,R*|2|From-Botnet-UDP-DNS--866|1|
r,r,r,R,R*|2|From-Botnet-UDP-DNS--1458|1|
r,r,r,R,A,|2|From-Botnet-UDP-DNS--152|1|
r,r,r,R,A,|2|From-Botnet-UDP-DNS--1284|1|
r,r,r,R+R,|2|From-Botnet-UDP-DNS--97|1|
r,r,r,R+R,|2|From-Botnet-UDP-DNS--612|1|
r,r,r,R*R.|2|From-Botnet-UDP-DNS--395|1|
r,r,r,R*R.|2|From-Botnet-UDP-DNS--817|1|
r,r,r,A.r,|2|From-Botnet-UDP-DNS--1372|1|
r,r,r,A.r,|2|From-Botnet-UDP-DNS--1431|1|
r,r,r,A,a,|2|From-Botnet-UDP-DNS--817|1|
r,r,r,A,a,|2|From-Botnet-UDP-DNS--1636|1|
r,r,r,A,R,|2|From-Botnet-UDP-DNS--1458|1|
r,r,r,A,R,|2|From-Botnet-UDP-DNS--2143|1|
r,r,r,A,D,|2|From-Botnet-UDP-DNS--1068|1|
r,r,r,A,D,|2|From-Botnet-UDP-DNS--612|1|
r,r,a,r.A.|2|From-Botnet-UDP-DNS--1869|1|
r,r,a,r.A.|2|From-Botnet-UDP-DNS--872|1|
r,r,R.r,A,|2|From-Botnet-UDP-DNS--1283|1|
r,r,R.r,A,|2|From-Botnet-UDP-DNS--1296|1|
r,r,R.R.r.|2|From-Botnet-UDP-DNS--1008|1|
r,r,R.R.r.|2|From-Botnet-UDP-DNS--1007|1|
r,r,R.R,R*|2|From-Botnet-UDP-DNS--97|1|
r,r,R.R,R*|2|From-Botnet-UDP-DNS--2143|1|
r,r,R.R*R.|2|From-Botnet-UDP-DNS--1880|1|
r,r,R.R*R.|2|From-Botnet-UDP-DNS--1509|1|
r,r,R,r,U+|2|From-Botnet-UDP-DNS--1067|1|
r,r,R,r,U+|2|From-Botnet-UDP-DNS--1036|1|
r,r,R+R,r,|2|From-Botnet-UDP-DNS--97|1|
r,r,R+R,r,|2|From-Botnet-UDP-DNS--612|1|
r,r,R*R.R,|2|From-Botnet-UDP-DNS--817|1|
r,r,R*R.R,|2|From-Botnet-UDP-DNS--612|1|
r,r,A.r,r,|2|From-Botnet-UDP-DNS--1431|1|
r,r,A.r,r,|2|From-Botnet-UDP-DNS--1444|1|
r,r,A,r.R,|2|From-Botnet-UDP-DNS--97|1|
r,r,A,r.R,|2|From-Botnet-UDP-DNS--1458|1|
r,r,A,r,a,|2|From-Botnet-UDP-DNS--1681|1|
r,r,A,r,a,|2|From-Botnet-UDP-DNS--1476|1|
r,r,A,R*R.|2|From-Botnet-UDP-DNS--1008|1|
r,r,A,R*R.|2|From-Botnet-UDP-DNS--1011|1|
r,r,A,A,a,|2|From-Botnet-UDP-DNS--96|1|
r,r,A,A,a,|2|From-Botnet-UDP-DNS--473|1|
r,r,A,00RR|2|From-Botnet-UDP-DNS--1458|1|
r,r,A,00RR|2|From-Botnet-UDP-DNS--1947|1|
r,a,r.A.r,|2|From-Botnet-UDP-DNS--1869|1|
r,a,r.A.r,|2|From-Botnet-UDP-DNS--872|1|
r,a,A,r,A,|2|From-Botnet-UDP-DNS--221|1|
r,a,A,r,A,|2|From-Botnet-UDP-DNS--1312|1|
r,a,A,a,r,|2|From-Botnet-UDP-DNS--1434|1|
r,a,A,a,r,|2|From-Botnet-UDP-DNS--413|1|
r,R.r.r.R.|2|From-Botnet-UDP-DNS--530|1|
r,R.r.r.R.|2|From-Botnet-UDP-DNS--338|1|
r,R.r.r.A.|2|From-Botnet-UDP-DNS--400|1|
r,R.r.r.A.|2|From-Botnet-UDP-DNS--158|1|
r,R.r.r,r.|2|From-Botnet-UDP-DNS--1010|1|
r,R.r.r,r.|2|From-Botnet-UDP-DNS--1509|1|
r,R.r.a.R.|2|From-Botnet-UDP-DNS--338|1|
r,R.r.a.R.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
r,R.r.R.r.|2|From-Botnet-UDP-DNS--1509|1|
r,R.r.R.r.|2|From-Botnet-UDP-DNS--530|1|
r,R.r.R,R.|2|From-Botnet-UDP-DNS--1434|1|
r,R.r.R,R.|2|From-Botnet-UDP-DNS--338|1|
r,R.r,R.R,|2|From-Botnet-UDP-DNS--1871|2|
r,R.r,A,r,|2|From-Botnet-UDP-DNS--1283|1|
r,R.r,A,r,|2|From-Botnet-UDP-DNS--1372|1|
r,R.r,A,a,|2|From-Botnet-UDP-DNS--1909|1|
r,R.r,A,a,|2|From-Botnet-UDP-DNS--1296|1|
r,R.R.a.a.|2|From-Botnet-UDP-DNS--817|1|
r,R.R.a.a.|2|From-Botnet-UDP-DNS--1507|1|
r,R.R.R.r.|2|From-Botnet-UDP-DNS--402|1|
r,R.R.R.r.|2|From-Botnet-UDP-DNS--338|1|
r,R.R,R.r.|2|From-Botnet-UDP-DNS--400|1|
r,R.R,R.r.|2|From-Botnet-UDP-DNS--532|1|
r,R.R,R.r,|2|From-Botnet-UDP-DNS--97|1|
r,R.R,R.r,|2|From-Botnet-UDP-DNS--964|1|
r,R.A.r.R.|2|From-Botnet-UDP-DNS--400|1|
r,R.A.r.R.|2|From-Botnet-UDP-DNS--158|1|
r,R,r,r,r,|2|From-Botnet-UDP-DNS--1279|1|
r,R,r,r,r,|2|From-Botnet-UDP-DNS--2078|1|
r,R,r,r,A,|2|From-Botnet-UDP-DNS--973|1|
r,R,r,r,A,|2|From-Botnet-UDP-DNS--1662|1|
r,R,r,U+u+|2|From-Botnet-UDP-DNS--1067|1|
r,R,r,U+u+|2|From-Botnet-UDP-DNS--1036|1|
r,R,r,A,r,|2|From-Botnet-UDP-DNS--1312|1|
r,R,r,A,r,|2|From-Botnet-UDP-DNS--2143|1|
r,R+R.R+r,|2|From-Botnet-UDP-DNS--1880|1|
r,R+R.R+r,|2|From-Botnet-UDP-DNS--1011|1|
r,A,r.r.R,|2|From-Botnet-UDP-DNS--1008|1|
r,A,r.r.R,|2|From-Botnet-UDP-DNS--96|1|
r,A,r.r,R.|2|From-Botnet-UDP-DNS--817|1|
r,A,r.r,R.|2|From-Botnet-UDP-DNS--1909|1|
r,A,r.r,A,|2|From-Botnet-UDP-DNS--1252|1|
r,A,r.r,A,|2|From-Botnet-UDP-DNS--1927|1|
r,A,r.a.r,|2|From-Botnet-UDP-DNS--1869|1|
r,A,r.a.r,|2|From-Botnet-UDP-DNS--1477|1|
r,A,r.R,r,|2|From-Botnet-UDP-DNS--97|1|
r,A,r.R,r,|2|From-Botnet-UDP-DNS--587|1|
r,A,r,r.r.|2|From-Botnet-UDP-DNS--1893|1|
r,A,r,r.r.|2|From-Botnet-UDP-DNS--1871|1|
r,A,r,r.a.|2|From-Botnet-UDP-DNS--1751|1|
r,A,r,r.a.|2|From-Botnet-UDP-DNS--97|1|
r,A,r,r.R,|2|From-Botnet-UDP-DNS--1888|1|
r,A,r,r.R,|2|From-Botnet-UDP-DNS--1312|1|
r,A,r,R*R,|2|From-Botnet-UDP-DNS--97|1|
r,A,r,R*R,|2|From-Botnet-UDP-DNS--1372|1|
r,A,r,A.r,|2|From-Botnet-UDP-DNS--1434|1|
r,A,r,A.r,|2|From-Botnet-UDP-DNS--1820|1|
r,A,r,A,r.|2|From-Botnet-UDP-DNS--588|1|
r,A,r,A,r.|2|From-Botnet-UDP-DNS--1744|1|
r,A,R,R.r,|2|From-Botnet-UDP-DNS--612|1|
r,A,R,R.r,|2|From-Botnet-UDP-DNS--2143|1|
r,A,R*R.0R|2|From-Botnet-UDP-DNS--1008|1|
r,A,R*R.0R|2|From-Botnet-UDP-DNS--1011|1|
r,A,A,a,r,|2|From-Botnet-UDP-DNS--96|1|
r,A,A,a,r,|2|From-Botnet-UDP-DNS--473|1|
r,A,A,A,R*|2|From-Botnet-UDP-DNS--1312|1|
r,A,A,A,R*|2|From-Botnet-UDP-DNS--1636|1|
r,0RR.R,r,|2|From-Botnet-UDP-DNS--97|1|
r,0RR.R,r,|2|From-Botnet-UDP-DNS--1630|1|
r+r+R*R+r+|2|From-Botnet-UDP-DNS--1880|1|
r+r+R*R+r+|2|From-Botnet-UDP-DNS--2011|1|
r+U.R.R+R.|2|From-Botnet-UDP-DNS--533|1|
r+U.R.R+R.|2|From-Botnet-UDP-DNS--2143|1|
r+R.r.r.R.|2|From-Botnet-UDP-DNS--1007|1|
r+R.r.r.R.|2|From-Botnet-UDP-DNS--402|1|
r+R.U+U.U.|2|From-Botnet-UDP-DNS--588|1|
r+R.U+U.U.|2|From-Botnet-UDP-DNS--489|1|
r+0RR,U+r+|2|From-Botnet-UDP-DNS--1548|1|
r+0RR,U+r+|2|From-Botnet-UDP-DNS--1549|1|
r*R,r,A,r,|2|From-Botnet-UDP-DNS--962|1|
r*R,r,A,r,|2|From-Botnet-UDP-DNS--1442|1|
i.z.Y+Y.H.|2|From-Normal-TCP-HTTPS-Google-19|2|
i.Z*Z.Z.Z.|2|From-Normal-TCP-HTTPS-Google-74|1|
i.Z*Z.Z.Z.|2|From-Normal-TCP-HTTPS-Facebook-1|1|
i.Y+Y.H.Y+|2|From-Normal-TCP-HTTPS-Google-20|2|
i,y,z,y,y,|2|From-Botnet-TCP-HTTP-CC.PlainText-3|2|
i,y,y,y,y,|2|From-Botnet-TCP-HTTP-CC-24|1|
i,y,y,y,y,|2|From-Botnet-TCP-HTTP-CC.PlainText-3|1|
i,h,h,h,h,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
i,h,h,h,h,|2|From-Normal-TCP-HTTP-LastFM-31|1|
i*z+Z*z*z*|2|From-Normal-TCP-HTTPS-Google-52|1|
i*z+Z*z*z*|2|From-Normal-TCP-HTTPS-Google-54|1|
h.y.y.y.y.|2|From-Botnet-TCP-SMTP-NotEncryptedSMTP_PrivateProxy1-1|2|
h.y,y.y.H.|2|From-Botnet-TCP-SMTP-NotEncryptedSMTP_PrivateProxy1-1|1|
h.y,y.y.H.|2|From-Botnet-TCP-Custom-Encryption-1|1|
h.h.H.H.h.|2|From-Botnet-TCP-SMTP-NotEncryptedSMTP_PrivateProxy1-1|1|
h.h.H.H.h.|2|From-Normal-TCP-HTTP--183|1|
h.h.H.H.H.|2|From-Normal-TCP-HTTP--329|1|
h.h.H.H.H.|2|From-Normal-TCP-HTTP--315|1|
h.Y.Y.y.Y.|2|From-Normal-TCP-HTTP-WebPage-4|1|
h.Y.Y.y.Y.|2|From-Normal-TCP-HTTP-Webpage-171|1|
h.Y+Y.h.Z+|2|From-Normal-TCP-HTTPS-Google-75|1|
h.Y+Y.h.Z+|2|From-Normal-TCP-HTTPS-Google-20|1|
h.H.H.h.h.|2|From-Normal-TCP-HTTP--315|1|
h.H.H.h.h.|2|From-Normal-TCP-HTTP--183|1|
h.H.H.H.H.|2|From-Normal-TCP-HTTP--329|1|
h.H.H.H.H.|2|From-Normal-TCP-HTTP--315|1|
h,z,z,H,y,|2|From-Botnet-TCP-HTTP-CC.PlainText-3|2|
h,y,y,y+y,|2|From-Normal-TCP-HTTP-Webpage-177|1|
h,y,y,y+y,|2|From-Botnet-TCP-Unknown-Attempt-439|1|
h,y,h,y,H,|2|From-Botnet-TCP-HTTP-Advertising-48|1|
h,y,h,y,H,|2|From-Botnet-TCP-HTTP-CC-22|1|
h,y,H,H,H,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
h,y,H,H,H,|2|From-Botnet-TCP-HTTP-CC-22|1|
h,i,h,h,h,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
h,i,h,h,h,|2|From-Normal-TCP-HTTP-LastFM-31|1|
h,h,y,H,y,|2|From-Botnet-TCP-HTTP-CC-22|1|
h,h,y,H,y,|2|From-Botnet-TCP-HTTP-CC-23|1|
h,h,i,h,h,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
h,h,i,h,h,|2|From-Normal-TCP-HTTP-LastFM-31|1|
h,h,h,y,h,|2|From-Normal-TCP-HTTP-Webpage-177|1|
h,h,h,y,h,|2|From-Botnet-TCP-HTTP-CC-23|1|
h,h,h,y,H,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
h,h,h,y,H,|2|From-Botnet-TCP-HTTP-CC-23|1|
h,h,h,i,h,|2|From-Botnet-TCP-HTTP-Advertising-23|1|
h,h,h,i,h,|2|From-Normal-TCP-HTTP-LastFM-31|1|
h,Y.Y,h,Y.|2|From-Botnet-TCP-HTTP-Advertising-22|1|
h,Y.Y,h,Y.|2|From-Botnet-TCP-HTTP-Advertising-42|1|
h,Y*Y,H,H,|2|From-Botnet-TCP-HTTP-CC-24|1|
h,Y*Y,H,H,|2|From-Botnet-TCP-HTTP-CC-22|1|
h,H,y,y,h,|2|From-Botnet-TCP-HTTP-Advertising-22|1|
h,H,y,y,h,|2|From-Botnet-TCP-HTTP-CC-23|1|
h+Y.y.Y+Y.|2|From-Normal-TCP-HTTPS-Google-75|1|
h+Y.y.Y+Y.|2|From-Normal-TCP-HTTPS-Google-20|1|
h+Y.Y.Y+Y.|2|From-Normal-TCP-HTTP-LastFM-4|2|
h*y*y*y*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-4|1|
h*y*y*y*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-9|1|
h*y*y*h*y*|2|From-Normal-TCP-HTTPS-UbuntuOne-6|1|
h*y*y*h*y*|2|From-Normal-TCP-HTTPS-UbuntuOne-3|1|
h*y*h*h*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-8|1|
h*y*h*h*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-9|1|
h*h*Y*Y*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-6|1|
h*h*Y*Y*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-7|1|
h*Y*Y*h*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-6|1|
h*Y*Y*h*h*|2|From-Normal-TCP-HTTPS-UbuntuOne-7|1|
g.h.G.G.g.|2|From-Normal-TCP-HTTP-Camnep.Web-1|2|
g.g.h.G.G.|2|From-Normal-TCP-HTTP-Camnep.Web-1|2|
f.s.W.S.S.|2|From-Botnet-TCP-Unknown-Attempt-435|2|
f.f.Z.Z.Z.|2|From-Normal-TCP-HTTP-WebPage-5|2|
f.S.s.S.S.|2|From-Botnet-TCP-HTTP-Attempt-461|1|
f.S.s.S.S.|2|From-Botnet-TCP-HTTP-Attempt-460|1|
f.S.S.w.s.|2|From-Botnet-TCP-HTTP-Attempt-461|2|
f.S.S.S.s.|2|From-Botnet-TCP-Unknown-Attempt-432|2|
f.S.S.S.S.|2|From-Botnet-TCP-HTTP-Attempt-460|1|
f.S.S.S.S.|2|From-Botnet-TCP-Unknown-Attempt-432|1|
f+r+r+a+a+|2|From-Normal-UDP-NTP--1|2|
e.v.v.v.V.|2|From-Botnet-UDP-DNS--190|1|
e.v.v.v.V.|2|From-Botnet-UDP-DNS--1231|1|
e.v.v.e.v.|2|From-Botnet-UDP-DNS--1231|2|
e.u.u.v.u.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|2|
e.e.v.e.v.|2|From-Botnet-UDP-DNS--1347|1|
e.e.v.e.v.|2|From-Botnet-UDP-DNS--1343|1|
e.e.E.e.e.|2|From-Botnet-TCP-Unknown-Attempt-433|1|
e.e.E.e.e.|2|From-Botnet-TCP-HTTPS-Attempt-3|1|
e.e.E.e.E.|2|From-Botnet-TCP-HTTPS-Attempt-3|2|
e.V,V.V,V.|2|From-Botnet-UDP-DNS--1259|2|
e.E.e.E.e.|2|From-Botnet-TCP-HTTPS-Attempt-3|2|
e.E.E.e.E.|2|From-Botnet-TCP-HTTPS-Attempt-3|1|
e.E.E.e.E.|2|From-Botnet-UDP-DNS--810|1|
e+v+v*v*v*|2|From-Botnet-TCP-Unknown-Established.Data-6|1|
e+v+v*v*v*|2|From-Botnet-TCP-Unknown-Attempt-434|1|
e+e+v+v*v*|2|From-Botnet-TCP-Unknown-Established.Data-6|1|
e+e+v+v*v*|2|From-Botnet-TCP-Unknown-Attempt-434|1|
d.u.u.D.u.|2|From-Botnet-UDP-DNS--493|1|
d.u.u.D.u.|2|From-Botnet-UDP-DNS--959|1|
d.u.d.u.d.|2|From-Botnet-UDP-DNS--1032|1|
d.u.d.u.d.|2|From-Botnet-UDP-DNS--2029|1|
d.u.d.u.D.|2|From-Botnet-UDP-DNS--1957|1|
d.u.d.u.D.|2|From-Botnet-UDP-DNS--1143|1|
d.u.d.d.d.|2|From-Botnet-UDP-DNS--2029|1|
d.u.d.d.d.|2|From-Botnet-UDP-DNS--19|1|
d.u.U.R,U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
d.u.U.R,U.|2|From-Normal-UDP-DNS--87|1|
d.r.R.R.r.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
d.r.R.R.r.|2|From-Botnet-UDP-DNS--530|1|
d.d.d.d.D.|2|From-Botnet-UDP-DNS--1430|1|
d.d.d.d.D.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
d.d.d.U.U.|2|From-Botnet-UDP-DNS--1821|1|
d.d.d.U.U.|2|From-Botnet-UDP-DNS--1143|1|
d.d.d.D.D.|2|From-Botnet-UDP-DNS--1430|1|
d.d.d.D.D.|2|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
d.d.U.U.u.|2|From-Botnet-UDP-DNS--1821|1|
d.d.U.U.u.|2|From-Botnet-UDP-DNS--1143|1|
d.U.u.u.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
d.U.u.u.U.|2|From-Normal-UDP-DNS--86|1|
d.U.a.R.D.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-6|2|
d.U.A.R.D.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
d.U.A.R.D.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
d.U*U.U.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
d.R.U.R.U.|2|From-Normal-UDP-DNS--85|1|
d.R.U.R.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
d.R.U.R,R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
d.R.R.r.R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
d.R.R.r.R.|2|From-Botnet-UDP-DNS--400|1|
d.R.R.a.R.|2|From-Normal-UDP-DNS--85|2|
d.R.R.A.R.|2|From-Normal-UDP-DNS--87|1|
d.R.R.A.R.|2|From-Normal-UDP-DNS--86|1|
d.R,U.R,R.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
d.R,U.R,R.|2|From-Normal-UDP-DNS--86|1|
d.R,R.R.U.|2|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
